phrase 1	phrase 1 clean	phrase 2	phrase 2 clean	side to be replaced	SST replacement 1	SST replacement 2	SST replacement 3	SST replacement 4
the insight and honesty	the insight and honesty	of this disarming indie	of this disarming indie	right	of his work	of good kids and bad seeds	of his images	of the entire effort
An incredibly irritating comedy	an incredibly irritating comedy	about thoroughly vacuous people	about thoroughly vacuous people	left	a throwaway movie	a ponderous and pretentious endeavor	junk food cinema	a dreary tract
An incredibly irritating comedy	an incredibly irritating comedy	about thoroughly vacuous people	about thoroughly vacuous people	right	in a world that thrives on artificiality	of gory mayhem	of awkward emotions	of melodramatic moviemaking
this prickly indie comedy	this prickly indie comedy	of manners and misanthropy	of manners and misanthropy	left	his problematic quest	all the dysfunctional family dynamics	the real horror	the biggest problem
this prickly indie comedy	this prickly indie comedy	of manners and misanthropy	of manners and misanthropy	right	of a deeply personal subject	of pop+AC0-music history	of a screenplay	of average people
the script 's refusal	the script's refusal	of a happy ending	of a happy ending	left	the basic flaws	the most undeserving victim	the darker elements	the hollow state
the script 's refusal	the script's refusal	of a happy ending	of a happy ending	right	of a very lively dream	of comedy and romance	of moral right and wrong	of dramatic interest
a cold old man	a cold old man	going through the motions	going through the motions	left	this kind of material	any thinking person	an action hero	a no+AC0-surprise series
a cold old man	a cold old man	going through the motions	going through the motions	right	doesn't work in a modern context	having a nightmare about bad cinema	is certainly not earthshaking	is disgusting to begin with
a most touching reconsideration	a most touching reconsideration	of the familiar masterpiece	of the familiar masterpiece	left	a cruelly funny twist	all the excitement	a suspenseful spin	an exhilarating exploration
a most touching reconsideration	a most touching reconsideration	of the familiar masterpiece	of the familiar masterpiece	right	of entangled interrelationships and complex morality	of daring films	of a good vampire tale	of a genre gem
an almost visceral sense	an almost visceral sense	of dislocation and change	of dislocation and change	left	this future world	a certain kind	the punch and verve	all of its ideas
an almost visceral sense	an almost visceral sense	of dislocation and change	of dislocation and change	right	of sentimental ooze	of a ruthless army on the warpath	of consolation candy	of urban desperation
a surprisingly faithful remake	a surprisingly faithful remake	of its chilly predecessor	of its chilly predecessor	left	the kind of genuine depth	a true adaptation	the cozy feeling	the wit and revolutionary spirit
a surprisingly faithful remake	a surprisingly faithful remake	of its chilly predecessor	of its chilly predecessor	right	of gory mayhem	of terrible events	of office politics	of phony blood
a farcically bawdy fantasy	a farcically bawdy fantasy	of redemption and regeneration	of redemption and regeneration	left	the basic flaws	the harsh reality	this prickly indie comedy	the difficult relationship
a farcically bawdy fantasy	a farcically bawdy fantasy	of redemption and regeneration	of redemption and regeneration	right	of the quirks of fame	for young women	about the difference between human and android life	about the typical problems of average people
a rollicking good time	a rollicking good time	for the most part	for the most part	left	a fascinating study	a clever and captivating romantic comedy	a glorious groove	a very ambitious project
a rollicking good time	a rollicking good time	for the most part	for the most part	right	for her husband	for its audience	for the big screen	of romantic comedy
The animation and backdrops	the animation and backdrops	are lush and inventive	are lush and inventive	left	the author's devotees	classroom plays	actor and director	the thematic ironies
The animation and backdrops	the animation and backdrops	are lush and inventive	are lush and inventive	right	are meaningful or memorable	are genial and decent	are honestly affecting	are well told
the wistful everyday ironies	the wistful everyday ironies	of the working poor	of the working poor	left	typical documentary footage	just a simple fable	the invisible hand	the comic elements
the wistful everyday ironies	the wistful everyday ironies	of the working poor	of the working poor	right	of gory mayhem	of office politics	of preaching to the converted	of a shaggy dog story
flourishes +AC0ALQ- artsy fantasy sequences +AC0ALQ-	flourishes +AC0ALQ- artsy fantasy sequences +AC0ALQ-	that simply feel wrong	that simply feel wrong	left	minutely detailed wonders	father and son connections	the buoyant energy levels	easily accessible stories
flourishes +AC0ALQ- artsy fantasy sequences +AC0ALQ-	flourishes +AC0ALQ- artsy fantasy sequences +AC0ALQ-	that simply feel wrong	that simply feel wrong	right	that are all too suspiciously smooth	that malnourished intellectuals	that are tough to shake	that perfectly illustrate the picture's moral schizophrenia
the film 's scenario	the film's scenario	is certainly not earthshaking	is certainly not earthshaking	left	the intelligence or sincerity	the emotional blockage	this increasingly pervasive aspect	the dramatic potential
the film 's scenario	the film's scenario	is certainly not earthshaking	is certainly not earthshaking	right	does not live up to its style	makes a lick of sense	may not satisfy every moviegoer's appetite	can also seem tedious
this oddly sweet comedy	this oddly sweet comedy	about jokester highway patrolmen	about jokester highway patrolmen	left	a very good viewing alternative	this likable movie	a soothing formula	all the enjoyable randomness
